lat_box,lng_box,half_year,risk_factor,relative_risk_cleaned,relative_risk_cleaned_truncatedat2
-12.5,130,spring_summer,negative_wet_relative_risk,0,0
-12.5,130,spring_summer,positive_dry_relative_risk,1,1
-12.5,130,spring_summer,negative_dry_relative_risk,1,1
-12.5,160,fall_winter,positive_wet_relative_risk,0.6076923076923078,0.6076923076923078
-12.5,160,fall_winter,negative_wet_relative_risk,0,0
-12.5,160,fall_winter,positive_dry_relative_risk,1,1
-12.5,160,fall_winter,negative_dry_relative_risk,1,1
-12.5,160,spring_summer,positive_wet_relative_risk,0,0
-12.5,160,spring_summer,negative_wet_relative_risk,0,0
-12.5,160,spring_summer,positive_dry_relative_risk,1,1
-12.5,160,spring_summer,negative_dry_relative_risk,1,1
-12.5,165,fall_winter,positive_wet_relative_risk,1,1
-12.5,165,fall_winter,negative_wet_relative_risk,18,2
-12.5,165,fall_winter,positive_dry_relative_risk,1,1
-12.5,165,fall_winter,negative_dry_relative_risk,1,1
-12.5,167.5,spring_summer,positive_wet_relative_risk,0,0
-12.5,167.5,spring_summer,negative_wet_relative_risk,0,0
-12.5,167.5,spring_summer,positive_dry_relative_risk,1,1
-12.5,167.5,spring_summer,negative_dry_relative_risk,1,1
-12.5,167.5,fall_winter,positive_wet_relative_risk,18,2
-12.5,167.5,fall_winter,negative_wet_relative_risk,18,2
-12.5,167.5,fall_winter,positive_dry_relative_risk,1,1
-12.5,167.5,fall_winter,negative_dry_relative_risk,1,1
-12.5,170,fall_winter,positive_wet_relative_risk,18,2
-12.5,170,fall_winter,negative_wet_relative_risk,1,1
-12.5,170,fall_winter,positive_dry_relative_risk,1,1
-12.5,170,fall_winter,negative_dry_relative_risk,1,1
-10,-172.5,fall_winter,positive_wet_relative_risk,3.6461538461538465,2
-10,-172.5,fall_winter,negative_wet_relative_risk,0,0
-10,-172.5,fall_winter,positive_dry_relative_risk,1,1
-10,-172.5,fall_winter,negative_dry_relative_risk,1,1
-10,-165,fall_winter,positive_wet_relative_risk,18,2
-10,-165,fall_winter,negative_wet_relative_risk,1,1
-10,-165,fall_winter,positive_dry_relative_risk,1,1
-10,-165,fall_winter,negative_dry_relative_risk,1,1
-10,-162.5,fall_winter,positive_wet_relative_risk,1.2153846153846155,1.2153846153846155
-10,-162.5,fall_winter,negative_wet_relative_risk,0,0
-10,-162.5,fall_winter,positive_dry_relative_risk,1,1
-10,-162.5,fall_winter,negative_dry_relative_risk,1,1
-10,-80,fall_winter,positive_wet_relative_risk,1.9446153846153846,1.9446153846153846
-10,-80,fall_winter,negative_wet_relative_risk,1.3504273504273503,1.3504273504273503
-10,-80,fall_winter,positive_dry_relative_risk,0,0
-10,-80,fall_winter,negative_dry_relative_risk,9.452991452991453,2
-10,-80,spring_summer,positive_wet_relative_risk,0,0
-10,-80,spring_summer,negative_wet_relative_risk,3.24,2
-10,-80,spring_summer,positive_dry_relative_risk,0,0
-10,-80,spring_summer,negative_dry_relative_risk,0,0
-10,-77.5,fall_winter,positive_wet_relative_risk,1.3504273504273505,1.3504273504273505
-10,-77.5,fall_winter,negative_wet_relative_risk,0.7502374169040836,0.7502374169040836
-10,-77.5,fall_winter,positive_dry_relative_risk,0,0
-10,-77.5,fall_winter,negative_dry_relative_risk,9.452991452991453,2
-10,-77.5,spring_summer,positive_wet_relative_risk,0,0
-10,-77.5,spring_summer,negative_wet_relative_risk,4.32,2
-10,-77.5,spring_summer,positive_dry_relative_risk,0,0
-10,-77.5,spring_summer,negative_dry_relative_risk,0,0
-10,-75,fall_winter,positive_wet_relative_risk,3.241025641025641,2
-10,-75,fall_winter,negative_wet_relative_risk,2.7008547008547006,2
-10,-75,fall_winter,positive_dry_relative_risk,0,0
-10,-75,fall_winter,negative_dry_relative_risk,9.452991452991453,2
-10,-75,spring_summer,positive_wet_relative_risk,18,2
-10,-75,spring_summer,negative_wet_relative_risk,18,2
-10,-75,spring_summer,positive_dry_relative_risk,0,0
-10,-75,spring_summer,negative_dry_relative_risk,0,0
-10,-70,fall_winter,positive_wet_relative_risk,3.0384615384615388,2
-10,-70,fall_winter,negative_wet_relative_risk,1.3504273504273505,1.3504273504273505
-10,-70,fall_winter,positive_dry_relative_risk,1,1
-10,-70,fall_winter,negative_dry_relative_risk,1,1
-10,-70,spring_summer,positive_wet_relative_risk,18,2
-10,-70,spring_summer,negative_wet_relative_risk,1,1
-10,-70,spring_summer,positive_dry_relative_risk,1,1
-10,-70,spring_summer,negative_dry_relative_risk,1,1
-10,-50,fall_winter,positive_wet_relative_risk,0,0
-10,-50,fall_winter,negative_wet_relative_risk,0,0
-10,-50,fall_winter,positive_dry_relative_risk,1,1
-10,-50,fall_winter,negative_dry_relative_risk,18,2
-10,-50,spring_summer,positive_wet_relative_risk,1,1
-10,-50,spring_summer,negative_wet_relative_risk,1,1
-10,-50,spring_summer,positive_dry_relative_risk,1,1
-10,-50,spring_summer,negative_dry_relative_risk,18,2
-10,-37.5,fall_winter,positive_wet_relative_risk,0,0
-10,-37.5,fall_winter,negative_wet_relative_risk,0.4501424501424502,0.4501424501424502
-10,-37.5,fall_winter,positive_dry_relative_risk,0.13504273504273506,0.13504273504273506
-10,-37.5,fall_winter,negative_dry_relative_risk,0,0
-10,-37.5,spring_summer,positive_wet_relative_risk,0,0
-10,-37.5,spring_summer,negative_wet_relative_risk,1.542857142857143,1.542857142857143
-10,-37.5,spring_summer,positive_dry_relative_risk,18,2
-10,-37.5,spring_summer,negative_dry_relative_risk,1,1
-10,-35,fall_winter,positive_wet_relative_risk,1,1
-10,-35,fall_winter,negative_wet_relative_risk,1,1
-10,-35,fall_winter,positive_dry_relative_risk,0.13504273504273506,0.13504273504273506
-10,-35,fall_winter,negative_dry_relative_risk,0,0
-10,-35,spring_summer,positive_wet_relative_risk,0.2373626373626374,0.2373626373626374
-10,-35,spring_summer,negative_wet_relative_risk,2.8080000000000003,2
-10,-35,spring_summer,positive_dry_relative_risk,2.373626373626374,2
-10,-35,spring_summer,negative_dry_relative_risk,0,0
-10,12.5,spring_summer,positive_wet_relative_risk,0.5934065934065935,0.5934065934065935
-10,12.5,spring_summer,negative_wet_relative_risk,1.08,1.08
-10,12.5,spring_summer,positive_dry_relative_risk,1,1
-10,12.5,spring_summer,negative_dry_relative_risk,18,2
-10,12.5,fall_winter,positive_wet_relative_risk,18,2
-10,12.5,fall_winter,negative_wet_relative_risk,18,2
-10,12.5,fall_winter,positive_dry_relative_risk,1,1
-10,12.5,fall_winter,negative_dry_relative_risk,1,1
-10,15,spring_summer,positive_wet_relative_risk,14.241758241758243,2
-10,15,spring_summer,negative_wet_relative_risk,6.48,2
-10,15,spring_summer,positive_dry_relative_risk,15.428571428571429,2
-10,15,spring_summer,negative_dry_relative_risk,16.2,2
-10,15,fall_winter,positive_wet_relative_risk,18,2
-10,15,fall_winter,negative_wet_relative_risk,18,2
-10,15,fall_winter,positive_dry_relative_risk,1,1
-10,15,fall_winter,negative_dry_relative_risk,18,2
-10,17.5,spring_summer,positive_wet_relative_risk,0,0
-10,17.5,spring_summer,negative_wet_relative_risk,0,0
-10,17.5,spring_summer,positive_dry_relative_risk,1,1
-10,17.5,spring_summer,negative_dry_relative_risk,1,1
-10,17.5,fall_winter,positive_wet_relative_risk,18,2
-10,17.5,fall_winter,negative_wet_relative_risk,18,2
-10,17.5,fall_winter,positive_dry_relative_risk,1,1
-10,17.5,fall_winter,negative_dry_relative_risk,1,1
-10,20,fall_winter,positive_wet_relative_risk,18,2
-10,20,fall_winter,negative_wet_relative_risk,18,2
-10,20,fall_winter,positive_dry_relative_risk,1,1
-10,20,fall_winter,negative_dry_relative_risk,1,1
-10,20,spring_summer,positive_wet_relative_risk,1,1
-10,20,spring_summer,negative_wet_relative_risk,18,2
-10,20,spring_summer,positive_dry_relative_risk,18,2
-10,20,spring_summer,negative_dry_relative_risk,1,1
-10,25,spring_summer,positive_wet_relative_risk,1,1
-10,25,spring_summer,negative_wet_relative_risk,1,1
-10,25,spring_summer,positive_dry_relative_risk,18,2
-10,25,spring_summer,negative_dry_relative_risk,1,1
-10,25,fall_winter,positive_wet_relative_risk,18,2
-10,25,fall_winter,negative_wet_relative_risk,1,1
-10,25,fall_winter,positive_dry_relative_risk,1,1
-10,25,fall_winter,negative_dry_relative_risk,1,1
-10,30,spring_summer,positive_wet_relative_risk,0,0
-10,30,spring_summer,negative_wet_relative_risk,0,0
-10,30,spring_summer,positive_dry_relative_risk,1,1
-10,30,spring_summer,negative_dry_relative_risk,1,1
-10,30,fall_winter,positive_wet_relative_risk,18,2
-10,30,fall_winter,negative_wet_relative_risk,18,2
-10,30,fall_winter,positive_dry_relative_risk,1,1
-10,30,fall_winter,negative_dry_relative_risk,1,1
-10,32.5,fall_winter,positive_wet_relative_risk,6.076923076923077,2
-10,32.5,fall_winter,negative_wet_relative_risk,4.051282051282051,2
-10,32.5,fall_winter,positive_dry_relative_risk,1,1
-10,32.5,fall_winter,negative_dry_relative_risk,18,2
-10,32.5,spring_summer,positive_wet_relative_risk,0.29670329670329676,0.29670329670329676
-10,32.5,spring_summer,negative_wet_relative_risk,2.16,2
-10,32.5,spring_summer,positive_dry_relative_risk,1,1
-10,32.5,spring_summer,negative_dry_relative_risk,1,1
-10,35,fall_winter,positive_wet_relative_risk,18,2
-10,35,fall_winter,negative_wet_relative_risk,18,2
-10,35,fall_winter,positive_dry_relative_risk,1,1
-10,35,fall_winter,negative_dry_relative_risk,1,1
-10,35,spring_summer,positive_wet_relative_risk,18,2
-10,35,spring_summer,negative_wet_relative_risk,18,2
-10,35,spring_summer,positive_dry_relative_risk,1,1
-10,35,spring_summer,negative_dry_relative_risk,1,1
-10,37.5,spring_summer,positive_wet_relative_risk,0,0
-10,37.5,spring_summer,negative_wet_relative_risk,0,0
-10,37.5,spring_summer,positive_dry_relative_risk,0,0
-10,37.5,spring_summer,negative_dry_relative_risk,0,0
-10,37.5,fall_winter,positive_wet_relative_risk,3.6461538461538465,2
-10,37.5,fall_winter,negative_wet_relative_risk,1.3504273504273505,1.3504273504273505
-10,37.5,fall_winter,positive_dry_relative_risk,1,1
-10,37.5,fall_winter,negative_dry_relative_risk,1,1
-10,40,spring_summer,positive_wet_relative_risk,0,0
-10,40,spring_summer,negative_wet_relative_risk,2.16,2
-10,40,spring_summer,positive_dry_relative_risk,1,1
-10,40,spring_summer,negative_dry_relative_risk,1,1
-10,110,fall_winter,positive_wet_relative_risk,0,0
-10,110,fall_winter,negative_wet_relative_risk,4.051282051282051,2
-10,110,fall_winter,positive_dry_relative_risk,1,1
-10,110,fall_winter,negative_dry_relative_risk,1,1
-10,110,spring_summer,positive_wet_relative_risk,0,0
-10,110,spring_summer,negative_wet_relative_risk,0,0
-10,110,spring_summer,positive_dry_relative_risk,1,1
-10,110,spring_summer,negative_dry_relative_risk,1,1
-10,112.5,spring_summer,positive_wet_relative_risk,1,1
-10,112.5,spring_summer,negative_wet_relative_risk,1,1
-10,112.5,spring_summer,positive_dry_relative_risk,0,0
-10,112.5,spring_summer,negative_dry_relative_risk,0,0
-10,112.5,fall_winter,positive_wet_relative_risk,0.6076923076923078,0.6076923076923078
-10,112.5,fall_winter,negative_wet_relative_risk,4.726495726495727,2
-10,112.5,fall_winter,positive_dry_relative_risk,1,1
-10,112.5,fall_winter,negative_dry_relative_risk,1,1
-10,115,spring_summer,positive_wet_relative_risk,1,1
-10,115,spring_summer,negative_wet_relative_risk,1,1
-10,115,spring_summer,positive_dry_relative_risk,0,0
-10,115,spring_summer,negative_dry_relative_risk,0,0
-10,115,fall_winter,positive_wet_relative_risk,2.430769230769231,2
-10,115,fall_winter,negative_wet_relative_risk,4.051282051282051,2
-10,115,fall_winter,positive_dry_relative_risk,18,2
-10,115,fall_winter,negative_dry_relative_risk,1,1
-10,117.5,fall_winter,positive_wet_relative_risk,0,0
-10,117.5,fall_winter,negative_wet_relative_risk,2.2507122507122506,2
-10,117.5,fall_winter,positive_dry_relative_risk,1,1
-10,117.5,fall_winter,negative_dry_relative_risk,1,1
-10,117.5,spring_summer,positive_wet_relative_risk,0,0
-10,117.5,spring_summer,negative_wet_relative_risk,0,0
-10,117.5,spring_summer,positive_dry_relative_risk,1,1
-10,117.5,spring_summer,negative_dry_relative_risk,1,1
-10,120,spring_summer,positive_wet_relative_risk,0,0
-10,120,spring_summer,negative_wet_relative_risk,0.54,0.54
-10,120,spring_summer,positive_dry_relative_risk,0,0
-10,120,spring_summer,negative_dry_relative_risk,0,0
-10,120,fall_winter,positive_wet_relative_risk,0,0
-10,120,fall_winter,negative_wet_relative_risk,1.3504273504273505,1.3504273504273505
-10,120,fall_winter,positive_dry_relative_risk,1,1
-10,120,fall_winter,negative_dry_relative_risk,1,1
-10,122.5,spring_summer,positive_wet_relative_risk,0,0
-10,122.5,spring_summer,negative_wet_relative_risk,1.08,1.08
-10,122.5,spring_summer,positive_dry_relative_risk,0,0
-10,122.5,spring_summer,negative_dry_relative_risk,0,0
-10,122.5,fall_winter,positive_wet_relative_risk,0,0
-10,122.5,fall_winter,negative_wet_relative_risk,3.150997150997151,2
-10,122.5,fall_winter,positive_dry_relative_risk,1,1
-10,122.5,fall_winter,negative_dry_relative_risk,1,1
-10,125,fall_winter,positive_wet_relative_risk,0,0
-10,125,fall_winter,negative_wet_relative_risk,3.376068376068376,2
-10,125,fall_winter,positive_dry_relative_risk,0,0
-10,125,fall_winter,negative_dry_relative_risk,0,0
-10,125,spring_summer,positive_wet_relative_risk,0,0
-10,125,spring_summer,negative_wet_relative_risk,2.16,2
-10,125,spring_summer,positive_dry_relative_risk,18,2
-10,125,spring_summer,negative_dry_relative_risk,1,1
-10,145,fall_winter,positive_wet_relative_risk,1.2153846153846155,1.2153846153846155
-10,145,fall_winter,negative_wet_relative_risk,1.3504273504273505,1.3504273504273505
-10,145,fall_winter,positive_dry_relative_risk,18,2
-10,145,fall_winter,negative_dry_relative_risk,1,1
-10,147.5,fall_winter,positive_wet_relative_risk,1.2153846153846155,1.2153846153846155
-10,147.5,fall_winter,negative_wet_relative_risk,2.700854700854701,2
-10,147.5,fall_winter,positive_dry_relative_risk,18,2
-10,147.5,fall_winter,negative_dry_relative_risk,1,1
-10,147.5,spring_summer,positive_wet_relative_risk,0,0
-10,147.5,spring_summer,negative_wet_relative_risk,0,0
-10,147.5,spring_summer,positive_dry_relative_risk,1,1
-10,147.5,spring_summer,negative_dry_relative_risk,1,1
-10,150,spring_summer,positive_wet_relative_risk,0,0
-10,150,spring_summer,negative_wet_relative_risk,0,0
-10,150,spring_summer,positive_dry_relative_risk,18,2
-10,150,spring_summer,negative_dry_relative_risk,1,1
-10,150,fall_winter,positive_wet_relative_risk,18,2
-10,150,fall_winter,negative_wet_relative_risk,18,2
-10,150,fall_winter,positive_dry_relative_risk,1,1
-10,150,fall_winter,negative_dry_relative_risk,1,1
-10,155,fall_winter,positive_wet_relative_risk,18,2
-10,155,fall_winter,negative_wet_relative_risk,1,1
-10,155,fall_winter,positive_dry_relative_risk,18,2
-10,155,fall_winter,negative_dry_relative_risk,1,1
-10,157.5,fall_winter,positive_wet_relative_risk,8.507692307692308,2
-10,157.5,fall_winter,negative_wet_relative_risk,4.051282051282051,2
-10,157.5,fall_winter,positive_dry_relative_risk,1,1
-10,157.5,fall_winter,negative_dry_relative_risk,1,1
-10,157.5,spring_summer,positive_wet_relative_risk,0.7912087912087913,0.7912087912087913
-10,157.5,spring_summer,negative_wet_relative_risk,0,0
-10,157.5,spring_summer,positive_dry_relative_risk,1,1
-10,157.5,spring_summer,negative_dry_relative_risk,1,1
-10,160,fall_winter,positive_wet_relative_risk,1.8230769230769233,1.8230769230769233
-10,160,fall_winter,negative_wet_relative_risk,1.3504273504273505,1.3504273504273505
-10,160,fall_winter,positive_dry_relative_risk,18,2
-10,160,fall_winter,negative_dry_relative_risk,1,1
-10,160,spring_summer,positive_wet_relative_risk,0,0
-10,160,spring_summer,negative_wet_relative_risk,0,0
-10,160,spring_summer,positive_dry_relative_risk,1,1
-10,160,spring_summer,negative_dry_relative_risk,18,2
-10,165,fall_winter,positive_wet_relative_risk,2.430769230769231,2
-10,165,fall_winter,negative_wet_relative_risk,0,0
-10,165,fall_winter,positive_dry_relative_risk,1,1
-10,165,fall_winter,negative_dry_relative_risk,1,1
-10,177.5,fall_winter,positive_wet_relative_risk,18,2
-10,177.5,fall_winter,negative_wet_relative_risk,18,2
-10,177.5,fall_winter,positive_dry_relative_risk,1,1
-10,177.5,fall_winter,negative_dry_relative_risk,1,1
-7.5,-80,fall_winter,positive_wet_relative_risk,1.2153846153846153,1.2153846153846153
-7.5,-80,fall_winter,negative_wet_relative_risk,1.3504273504273503,1.3504273504273503
-7.5,-80,fall_winter,positive_dry_relative_risk,0,0
-7.5,-80,fall_winter,negative_dry_relative_risk,0,0
-7.5,-80,spring_summer,positive_wet_relative_risk,0,0
-7.5,-80,spring_summer,negative_wet_relative_risk,12.96,2
-7.5,-80,spring_summer,positive_dry_relative_risk,0,0
-7.5,-80,spring_summer,negative_dry_relative_risk,0,0
-7.5,-77.5,fall_winter,positive_wet_relative_risk,2.0256410256410255,2
-7.5,-77.5,fall_winter,negative_wet_relative_risk,1.5754985754985755,1.5754985754985755
-7.5,-77.5,fall_winter,positive_dry_relative_risk,0,0
-7.5,-77.5,fall_winter,negative_dry_relative_risk,0,0
-7.5,-77.5,spring_summer,positive_wet_relative_risk,0.7912087912087913,0.7912087912087913
-7.5,-77.5,spring_summer,negative_wet_relative_risk,4.32,2
-7.5,-77.5,spring_summer,positive_dry_relative_risk,0,0
-7.5,-77.5,spring_summer,negative_dry_relative_risk,0,0
-7.5,-75,spring_summer,positive_wet_relative_risk,18,2
-7.5,-75,spring_summer,negative_wet_relative_risk,1,1
-7.5,-75,spring_summer,positive_dry_relative_risk,1,1
-7.5,-75,spring_summer,negative_dry_relative_risk,1,1
-7.5,-42.5,spring_summer,positive_wet_relative_risk,1,1
-7.5,-42.5,spring_summer,negative_wet_relative_risk,18,2
-7.5,-42.5,spring_summer,positive_dry_relative_risk,1,1
-7.5,-42.5,spring_summer,negative_dry_relative_risk,18,2
-7.5,-40,spring_summer,positive_wet_relative_risk,0,0
-7.5,-40,spring_summer,negative_wet_relative_risk,0,0
-7.5,-40,spring_summer,positive_dry_relative_risk,1,1
-7.5,-40,spring_summer,negative_dry_relative_risk,1,1
-7.5,-35,fall_winter,positive_wet_relative_risk,1,1
-7.5,-35,fall_winter,negative_wet_relative_risk,1,1
-7.5,-35,fall_winter,positive_dry_relative_risk,0.13504273504273506,0.13504273504273506
-7.5,-35,fall_winter,negative_dry_relative_risk,0,0
-7.5,-35,spring_summer,positive_wet_relative_risk,0,0
-7.5,-35,spring_summer,negative_wet_relative_risk,3.7800000000000007,2
-7.5,-35,spring_summer,positive_dry_relative_risk,18,2
-7.5,-35,spring_summer,negative_dry_relative_risk,1,1
-7.5,10,spring_summer,positive_wet_relative_risk,1,1
-7.5,10,spring_summer,negative_wet_relative_risk,1,1
-7.5,10,spring_summer,positive_dry_relative_risk,1,1
-7.5,10,spring_summer,negative_dry_relative_risk,18,2
-7.5,10,fall_winter,positive_wet_relative_risk,18,2
-7.5,10,fall_winter,negative_wet_relative_risk,18,2
-7.5,10,fall_winter,positive_dry_relative_risk,1,1
-7.5,10,fall_winter,negative_dry_relative_risk,1,1
-7.5,15,fall_winter,positive_wet_relative_risk,4.861538461538462,2
-7.5,15,fall_winter,negative_wet_relative_risk,5.401709401709402,2
-7.5,15,fall_winter,positive_dry_relative_risk,1,1
-7.5,15,fall_winter,negative_dry_relative_risk,1,1
-7.5,15,spring_summer,positive_wet_relative_risk,1,1
-7.5,15,spring_summer,negative_wet_relative_risk,18,2
-7.5,15,spring_summer,positive_dry_relative_risk,1,1
-7.5,15,spring_summer,negative_dry_relative_risk,1,1
-7.5,20,spring_summer,positive_wet_relative_risk,1,1
-7.5,20,spring_summer,negative_wet_relative_risk,1,1
-7.5,20,spring_summer,positive_dry_relative_risk,18,2
-7.5,20,spring_summer,negative_dry_relative_risk,1,1
-7.5,22.5,fall_winter,positive_wet_relative_risk,18,2
-7.5,22.5,fall_winter,negative_wet_relative_risk,1,1
-7.5,22.5,fall_winter,positive_dry_relative_risk,1,1
-7.5,22.5,fall_winter,negative_dry_relative_risk,1,1
-7.5,27.5,spring_summer,positive_wet_relative_risk,1,1
-7.5,27.5,spring_summer,negative_wet_relative_risk,1,1
-7.5,27.5,spring_summer,positive_dry_relative_risk,18,2
-7.5,27.5,spring_summer,negative_dry_relative_risk,18,2
-7.5,27.5,fall_winter,positive_wet_relative_risk,1,1
-7.5,27.5,fall_winter,negative_wet_relative_risk,18,2
-7.5,27.5,fall_winter,positive_dry_relative_risk,1,1
-7.5,27.5,fall_winter,negative_dry_relative_risk,1,1
-7.5,30,fall_winter,positive_wet_relative_risk,1,1
-7.5,30,fall_winter,negative_wet_relative_risk,18,2
-7.5,30,fall_winter,positive_dry_relative_risk,1,1
-7.5,30,fall_winter,negative_dry_relative_risk,1,1
-7.5,35,spring_summer,positive_wet_relative_risk,0.7912087912087913,0.7912087912087913
-7.5,35,spring_summer,negative_wet_relative_risk,1.4400000000000002,1.4400000000000002
-7.5,35,spring_summer,positive_dry_relative_risk,0,0
-7.5,35,spring_summer,negative_dry_relative_risk,0,0
-7.5,35,fall_winter,positive_wet_relative_risk,8.507692307692308,2
-7.5,35,fall_winter,negative_wet_relative_risk,1.3504273504273505,1.3504273504273505
-7.5,35,fall_winter,positive_dry_relative_risk,1,1
-7.5,35,fall_winter,negative_dry_relative_risk,1,1
-7.5,37.5,spring_summer,positive_wet_relative_risk,1.1868131868131868,1.1868131868131868
-7.5,37.5,spring_summer,negative_wet_relative_risk,0.36000000000000004,0.36000000000000004
-7.5,37.5,spring_summer,positive_dry_relative_risk,0,0
-7.5,37.5,spring_summer,negative_dry_relative_risk,0,0
-7.5,37.5,fall_winter,positive_wet_relative_risk,18,2
-7.5,37.5,fall_winter,negative_wet_relative_risk,18,2
-7.5,37.5,fall_winter,positive_dry_relative_risk,18,2
-7.5,37.5,fall_winter,negative_dry_relative_risk,1,1
-7.5,105,fall_winter,positive_wet_relative_risk,1.443269230769231,1.443269230769231
-7.5,105,fall_winter,negative_wet_relative_risk,1.43482905982906,1.43482905982906
-7.5,105,fall_winter,positive_dry_relative_risk,18,2
-7.5,105,fall_winter,negative_dry_relative_risk,1,1
-7.5,105,spring_summer,positive_wet_relative_risk,0.2373626373626374,0.2373626373626374
-7.5,105,spring_summer,negative_wet_relative_risk,0.648,0.648
-7.5,105,spring_summer,positive_dry_relative_risk,18,2
-7.5,105,spring_summer,negative_dry_relative_risk,1,1
-7.5,107.5,fall_winter,positive_wet_relative_risk,0.48615384615384616,0.48615384615384616
-7.5,107.5,fall_winter,negative_wet_relative_risk,1.6205128205128203,1.6205128205128203
-7.5,107.5,fall_winter,positive_dry_relative_risk,1,1
-7.5,107.5,fall_winter,negative_dry_relative_risk,1,1
-7.5,107.5,spring_summer,positive_wet_relative_risk,0,0
-7.5,107.5,spring_summer,negative_wet_relative_risk,0,0
-7.5,107.5,spring_summer,positive_dry_relative_risk,1,1
-7.5,107.5,spring_summer,negative_dry_relative_risk,1,1
-7.5,110,fall_winter,positive_wet_relative_risk,0.6806153846153846,0.6806153846153846
-7.5,110,fall_winter,negative_wet_relative_risk,1.3504273504273503,1.3504273504273503
-7.5,110,fall_winter,positive_dry_relative_risk,18,2
-7.5,110,fall_winter,negative_dry_relative_risk,1,1
-7.5,110,spring_summer,positive_wet_relative_risk,0.2373626373626374,0.2373626373626374
-7.5,110,spring_summer,negative_wet_relative_risk,0,0
-7.5,110,spring_summer,positive_dry_relative_risk,1,1
-7.5,110,spring_summer,negative_dry_relative_risk,1,1
-7.5,112.5,fall_winter,positive_wet_relative_risk,0.6076923076923078,0.6076923076923078
-7.5,112.5,fall_winter,negative_wet_relative_risk,2.700854700854701,2
-7.5,112.5,fall_winter,positive_dry_relative_risk,1,1
-7.5,112.5,fall_winter,negative_dry_relative_risk,1,1
-7.5,115,fall_winter,positive_wet_relative_risk,1,1
-7.5,115,fall_winter,negative_wet_relative_risk,18,2
-7.5,115,fall_winter,positive_dry_relative_risk,1,1
-7.5,115,fall_winter,negative_dry_relative_risk,1,1
-7.5,120,spring_summer,positive_wet_relative_risk,0,0
-7.5,120,spring_summer,negative_wet_relative_risk,0,0
-7.5,120,spring_summer,positive_dry_relative_risk,1,1
-7.5,120,spring_summer,negative_dry_relative_risk,1,1
-7.5,140,spring_summer,positive_wet_relative_risk,0,0
-7.5,140,spring_summer,negative_wet_relative_risk,0,0
-7.5,140,spring_summer,positive_dry_relative_risk,1,1
-7.5,140,spring_summer,negative_dry_relative_risk,1,1
-7.5,140,fall_winter,positive_wet_relative_risk,1,1
-7.5,140,fall_winter,negative_wet_relative_risk,18,2
-7.5,140,fall_winter,positive_dry_relative_risk,1,1
-7.5,140,fall_winter,negative_dry_relative_risk,1,1
-7.5,142.5,fall_winter,positive_wet_relative_risk,0,0
-7.5,142.5,fall_winter,negative_wet_relative_risk,0.6752136752136753,0.6752136752136753
-7.5,142.5,fall_winter,positive_dry_relative_risk,18,2
-7.5,142.5,fall_winter,negative_dry_relative_risk,1,1
-7.5,142.5,spring_summer,positive_wet_relative_risk,0,0
-7.5,142.5,spring_summer,negative_wet_relative_risk,0,0
-7.5,142.5,spring_summer,positive_dry_relative_risk,1,1
-7.5,142.5,spring_summer,negative_dry_relative_risk,1,1
-7.5,145,fall_winter,positive_wet_relative_risk,1.2153846153846155,1.2153846153846155
-7.5,145,fall_winter,negative_wet_relative_risk,1.3504273504273505,1.3504273504273505
-7.5,145,fall_winter,positive_dry_relative_risk,18,2
-7.5,145,fall_winter,negative_dry_relative_risk,1,1
-7.5,145,spring_summer,positive_wet_relative_risk,0,0
-7.5,145,spring_summer,negative_wet_relative_risk,2.16,2
-7.5,145,spring_summer,positive_dry_relative_risk,18,2
-7.5,145,spring_summer,negative_dry_relative_risk,1,1
-7.5,155,fall_winter,positive_wet_relative_risk,0.6076923076923078,0.6076923076923078
-7.5,155,fall_winter,negative_wet_relative_risk,0,0
-7.5,155,fall_winter,positive_dry_relative_risk,18,2
-7.5,155,fall_winter,negative_dry_relative_risk,1,1
-7.5,155,spring_summer,positive_wet_relative_risk,1.186813186813187,1.186813186813187
-7.5,155,spring_summer,negative_wet_relative_risk,0,0
-7.5,155,spring_summer,positive_dry_relative_risk,1,1
-7.5,155,spring_summer,negative_dry_relative_risk,1,1
-7.5,175,fall_winter,positive_wet_relative_risk,1.2153846153846155,1.2153846153846155
-7.5,175,fall_winter,negative_wet_relative_risk,0,0
-7.5,175,fall_winter,positive_dry_relative_risk,1,1
-7.5,175,fall_winter,negative_dry_relative_risk,1,1
-7.5,177.5,fall_winter,positive_wet_relative_risk,0.6076923076923078,0.6076923076923078
-7.5,177.5,fall_winter,negative_wet_relative_risk,0,0
-7.5,177.5,fall_winter,positive_dry_relative_risk,1,1
-7.5,177.5,fall_winter,negative_dry_relative_risk,1,1
-5,-80,fall_winter,positive_wet_relative_risk,2.430769230769231,2
-5,-80,fall_winter,negative_wet_relative_risk,3.4725274725274726,2
-5,-80,fall_winter,positive_dry_relative_risk,0,0
-5,-80,fall_winter,negative_dry_relative_risk,0.6752136752136753,0.6752136752136753
-5,-80,spring_summer,positive_wet_relative_risk,0.7912087912087913,0.7912087912087913
-5,-80,spring_summer,negative_wet_relative_risk,2.4000000000000004,2
-5,-80,spring_summer,positive_dry_relative_risk,0,0
-5,-80,spring_summer,negative_dry_relative_risk,0,0
-5,-77.5,fall_winter,positive_wet_relative_risk,18,2
-5,-77.5,fall_winter,negative_wet_relative_risk,1,1
-5,-77.5,fall_winter,positive_dry_relative_risk,1,1
