Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations,location_word,uncertain_location_specificity,lat,lng
1939-0001-CHL,1939,0001,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Chile,CHL,South America,Americas,Chillan region (Concepcion),NA,Tsunami/Tidal wave,NA,NA,NA,NA,NA,8,Richter,-36.305,-72.315,23:32,NA,1939,1,24,1939,1,24,30000,58500,NA,NA,58500,NA,NA,920000,5.4530423799002,NA,NA,NA,NA,concepcion,TRUE,-36.82699,-73.04977
1939-0005-GHA,1939,0005,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Ghana,GHA,Western Africa,Africa,Accra,NA,Tsunami/Tidal wave,NA,NA,NA,NA,NA,6,Richter,5.552,-0.628,19:19,NA,1939,6,22,1939,6,22,22,130,NA,7500,7630,NA,NA,NA,5.4530423799002,NA,NA,NA,NA,accra,FALSE,5.55602,-0.1969
1939-0017-AUS,1939,0017,NA,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",NA,NA,Australia,AUS,Australia and New Zealand,Oceania,Victoria New South Wales,NA,NA,NA,NA,NA,NA,NA,5000,Km2,NA,NA,NA,NA,1939,NA,NA,1939,NA,NA,71,NA,NA,3900,3900,NA,NA,NA,5.4530423799002,NA,NA,NA,NA,victoria new south wales,FALSE,-33.98554,141.27056
1939-0006-CHN,1939,0006,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,China,CHN,Eastern Asia,Asia,Honan province,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1939,7,NA,1939,7,NA,500000,NA,NA,NA,NA,NA,NA,NA,5.4530423799002,NA,NA,NA,NA,honan,FALSE,34.75778,113.64861
1940-9002-CPV,1940,9002,NA,Natural,Climatological,Drought,Drought,NA,NA,Cabo Verde,CPV,Western Africa,Africa,"Nicolau, Fogo, Sao Tiago",NA,Famine,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1940,NA,NA,1944,NA,NA,20000,NA,NA,NA,NA,NA,NA,NA,5.4921790476985,NA,NA,NA,NA,nicolau,FALSE,16.6,-24.35
1940-9002-CPV,1940,9002,NA,Natural,Climatological,Drought,Drought,NA,NA,Cabo Verde,CPV,Western Africa,Africa,"Nicolau, Fogo, Sao Tiago",NA,Famine,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1940,NA,NA,1944,NA,NA,20000,NA,NA,NA,NA,NA,NA,NA,5.4921790476985,NA,NA,NA,NA,fogo,FALSE,14.89054,-24.29343
1940-9002-CPV,1940,9002,NA,Natural,Climatological,Drought,Drought,NA,NA,Cabo Verde,CPV,Western Africa,Africa,"Nicolau, Fogo, Sao Tiago",NA,Famine,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1940,NA,NA,1944,NA,NA,20000,NA,NA,NA,NA,NA,NA,NA,5.4921790476985,NA,NA,NA,NA,sao tiago,FALSE,15.08737,-23.62576
1941-0003-BGD,1941,0003,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Bangladesh,BGD,Southern Asia,Asia,"Bhola, East Meghna estuary",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1941,5,21,1941,5,21,5000,NA,NA,NA,NA,NA,NA,NA,5.7661357222868,NA,NA,NA,NA,bhola,FALSE,22.68759,90.64403
1941-0003-BGD,1941,0003,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Bangladesh,BGD,Southern Asia,Asia,"Bhola, East Meghna estuary",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1941,5,21,1941,5,21,5000,NA,NA,NA,NA,NA,NA,NA,5.7661357222868,NA,NA,NA,NA,east meghna estuary,FALSE,NA,NA
1941-0002-FJI,1941,0002,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Fiji,FJI,Melanesia,Oceania,Viti Levu,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1941,2,19,1941,2,19,6,NA,NA,NA,NA,NA,NA,NA,5.7661357222868,NA,NA,NA,NA,viti levu,FALSE,-16.55,179.25
1942-9003-IND,1942,9003,NA,Natural,Climatological,Drought,Drought,NA,NA,India,IND,Southern Asia,Asia,"Calcutta, Bengal region",NA,Famine,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,NA,1942,NA,NA,1942,NA,NA,1500000,NA,NA,NA,NA,NA,NA,NA,6.4053679629928,NA,NA,NA,NA,calcutta,FALSE,22.56263,88.36304
1942-9003-IND,1942,9003,NA,Natural,Climatological,Drought,Drought,NA,NA,India,IND,Southern Asia,Asia,"Calcutta, Bengal region",NA,Famine,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,NA,1942,NA,NA,1942,NA,NA,1500000,NA,NA,NA,NA,NA,NA,NA,6.4053679629928,NA,NA,NA,NA,bengal,FALSE,22.56263,88.36304
1942-0008-BGD,1942,0008,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Bangladesh,BGD,Southern Asia,Asia,West Sundarbans,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1942,10,NA,1942,10,NA,61000,NA,NA,NA,NA,NA,NA,NA,6.4053679629928,NA,NA,NA,NA,west sundarbans,FALSE,NA,NA
1942-0021-CHN,1942,0021,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,China,CHN,Eastern Asia,Asia,"Southern China, Yunnan",NA,NA,NA,NA,NA,NA,NA,NA,Richter,NA,NA,NA,NA,1942,1,3,1942,1,3,30,NA,NA,NA,NA,NA,NA,NA,6.4053679629928,NA,NA,NA,NA,southern china,FALSE,23.1166,113.25
1942-0021-CHN,1942,0021,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,China,CHN,Eastern Asia,Asia,"Southern China, Yunnan",NA,NA,NA,NA,NA,NA,NA,NA,Richter,NA,NA,NA,NA,1942,1,3,1942,1,3,30,NA,NA,NA,NA,NA,NA,NA,6.4053679629928,NA,NA,NA,NA,yunnan,FALSE,25,101.5
1942-0005-COK,1942,0005,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Cook Islands (the),COK,Polynesia,Oceania,"Palmeston, Suwarrow",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1942,2,19,1942,2,19,NA,NA,NA,NA,NA,NA,NA,NA,6.4053679629928,NA,NA,NA,NA,palmeston,FALSE,NA,NA
1942-0005-COK,1942,0005,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Cook Islands (the),COK,Polynesia,Oceania,"Palmeston, Suwarrow",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1942,2,19,1942,2,19,NA,NA,NA,NA,NA,NA,NA,NA,6.4053679629928,NA,NA,NA,NA,suwarrow,FALSE,-13.25,-163.08333
1942-0001-ECU,1942,0001,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Ecuador,ECU,South America,Americas,Guayaquavil,NA,NA,NA,NA,NA,NA,NA,NA,Richter,-0.025,-79.955,21:13,NA,1942,5,13,1942,5,13,200,NA,NA,NA,NA,NA,NA,2500,6.4053679629928,NA,NA,NA,NA,guayaquavil,FALSE,NA,NA
1942-0009-IND,1942,0009,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,India,IND,Southern Asia,Asia,"Orissa, West Bengal",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1942,10,14,1942,10,14,40000,NA,NA,NA,NA,NA,NA,NA,6.4053679629928,NA,NA,NA,NA,orissa,FALSE,20.5,84.41667
1942-0009-IND,1942,0009,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,India,IND,Southern Asia,Asia,"Orissa, West Bengal",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1942,10,14,1942,10,14,40000,NA,NA,NA,NA,NA,NA,NA,6.4053679629928,NA,NA,NA,NA,west bengal,FALSE,22.56263,88.36304
1943-0010-CHL,1943,0010,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Chile,CHL,South America,Americas,Illapel,NA,Tsunami/Tidal wave,NA,NA,NA,NA,NA,8,Richter,-31.432,-71.475,12:07,NA,1943,4,6,1943,4,6,12,35,NA,NA,35,NA,NA,100000,6.7836890850433,NA,NA,NA,NA,illapel,FALSE,-31.57737,-71.11061
1943-0009-COK,1943,0009,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Cook Islands (the),COK,Polynesia,Oceania,Rarotonga,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1943,3,6,1943,3,6,NA,NA,NA,NA,NA,NA,NA,NA,6.7836890850433,NA,NA,NA,NA,rarotonga,FALSE,-21.2075,-159.77545
1943-0024-IDN,1943,0024,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Indonesia,IDN,South-Eastern Asia,Asia,Jogyakarta (Central Java),NA,NA,NA,NA,NA,NA,NA,7,Richter,-8.591,109.803,23:53,NA,1943,7,23,1943,7,23,213,2096,14000,NA,16096,NA,NA,NA,6.7836890850433,NA,NA,NA,NA,jogyakarta,TRUE,-7.80139,110.36472
1943-0024-IDN,1943,0024,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Indonesia,IDN,South-Eastern Asia,Asia,Jogyakarta (Central Java),NA,NA,NA,NA,NA,NA,NA,7,Richter,-8.591,109.803,23:53,NA,1943,7,23,1943,7,23,213,2096,14000,NA,16096,NA,NA,NA,6.7836890850433,NA,NA,NA,NA,central java,TRUE,-6.99306,110.42083
1943-0011-IND,1943,0011,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,India,IND,Southern Asia,Asia,Rajputana,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1943,7,24,1943,7,24,5000,NA,NA,NA,NA,NA,NA,NA,6.7836890850433,NA,NA,NA,NA,rajputana,FALSE,29.29675,74.63347
1944-0011-CUB,1944,0011,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Cuba,CUB,Caribbean,Americas,"Isle of Pines, La Havana",NA,Surge,NA,NA,No,No,NA,262,Kph,NA,NA,NA,NA,1944,10,18,1944,10,18,NA,NA,NA,NA,NA,NA,NA,NA,6.9010990884382,NA,NA,NA,NA,isle,FALSE,21.71282,-82.83298
1944-0011-CUB,1944,0011,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Cuba,CUB,Caribbean,Americas,"Isle of Pines, La Havana",NA,Surge,NA,NA,No,No,NA,262,Kph,NA,NA,NA,NA,1944,10,18,1944,10,18,NA,NA,NA,NA,NA,NA,NA,NA,6.9010990884382,NA,NA,NA,NA,pines,FALSE,21.71282,-82.83298
1944-0011-CUB,1944,0011,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Cuba,CUB,Caribbean,Americas,"Isle of Pines, La Havana",NA,Surge,NA,NA,No,No,NA,262,Kph,NA,NA,NA,NA,1944,10,18,1944,10,18,NA,NA,NA,NA,NA,NA,NA,NA,6.9010990884382,NA,NA,NA,NA,la havana,FALSE,23.13302,-82.38304
1944-0002-ARG,1944,0002,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Argentina,ARG,South America,Americas,San Juan,NA,NA,NA,NA,NA,NA,NA,7,Richter,-31.372,68.436,20:49,NA,1944,1,15,1944,1,15,10000,35000,120000,NA,155000,NA,NA,100000,6.9010990884382,NA,NA,NA,NA,san juan,FALSE,-31.5375,-68.53639
1944-0028-AUS,1944,0028,NA,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",NA,NA,Australia,AUS,Australia and New Zealand,Oceania,Western District Victoria,NA,NA,NA,NA,NA,NA,NA,5000,Km2,NA,NA,NA,NA,1944,NA,NA,1944,NA,NA,49,NA,NA,2100,2100,NA,NA,NA,6.9010990884382,NA,NA,NA,NA,western  victoria,FALSE,-37.75,142.75
1944-0006-IND,1944,0006,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,India,IND,Southern Asia,Asia,Assam,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1944,6,14,1944,6,14,304,NA,NA,NA,NA,NA,NA,NA,6.9010990884382,NA,NA,NA,NA,assam,FALSE,26,93
1945-0009-BEL,1945,0009,NA,Natural,Biological,Epidemic,Viral disease,NA,Polio,Belgium,BEL,Western Europe,Europe,"Liege's province, Bruxelles",NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,1945,1,NA,1945,1,NA,NA,NA,104,NA,104,NA,NA,NA,7.0576457596316,NA,NA,NA,NA,liege's,FALSE,50.48375,5.86674
1945-0009-BEL,1945,0009,NA,Natural,Biological,Epidemic,Viral disease,NA,Polio,Belgium,BEL,Western Europe,Europe,"Liege's province, Bruxelles",NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,1945,1,NA,1945,1,NA,NA,NA,104,NA,104,NA,NA,NA,7.0576457596316,NA,NA,NA,NA,bruxelles,FALSE,50.85045,4.34878
1945-0005-IND,1945,0005,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,India,IND,Southern Asia,Asia,"Gujarat, Punjab",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1945,9,18,1945,9,18,NA,NA,NA,2000,2000,NA,NA,NA,7.0576457596316,NA,NA,NA,NA,gujarat,FALSE,23.02579,72.58727
1945-0005-IND,1945,0005,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,India,IND,Southern Asia,Asia,"Gujarat, Punjab",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1945,9,18,1945,9,18,NA,NA,NA,2000,2000,NA,NA,NA,7.0576457596316,NA,NA,NA,NA,punjab,FALSE,31.62234,74.87534
1946-0013-CHL,1946,0013,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Chile,CHL,South America,Americas,Northern,NA,Tsunami/Tidal wave,NA,NA,NA,NA,NA,8,Richter,-26.5,-70.5,15:18,NA,1946,8,2,1946,8,2,2,NA,NA,NA,NA,NA,NA,NA,7.6446957766065,NA,NA,NA,NA,northern,FALSE,-69.98333,-69.98333
1946-0021-DOM,1946,0021,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Dominican Republic (the),DOM,Caribbean,Americas,Northeasetrn coast,NA,Tsunami/Tidal wave,NA,NA,NA,NA,NA,8,Richter,19.25,-69,13:51,NA,1946,8,4,1946,8,4,73,NA,NA,NA,NA,NA,NA,NA,7.6446957766065,NA,NA,NA,NA,northeasetrn coast,FALSE,NA,NA
1946-9004-CPV,1946,9004,NA,Natural,Climatological,Drought,Drought,NA,NA,Cabo Verde,CPV,Western Africa,Africa,Countrywide,NA,Famine,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,NA,1946,NA,NA,1946,NA,NA,30000,NA,NA,NA,NA,NA,NA,NA,7.6446957766065,NA,NA,NA,NA,countrywide,FALSE,NA,NA
1946-0018-CAN,1946,0018,NA,Natural,Meteorological,Storm,NA,NA,NA,Canada,CAN,Northern America,Americas,"Windsor, Ontario",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1946,6,17,1946,6,17,17,NA,NA,NA,NA,NA,NA,500,7.6446957766065,NA,NA,NA,NA,windsor,FALSE,42.30008,-83.01654
1946-0018-CAN,1946,0018,NA,Natural,Meteorological,Storm,NA,NA,NA,Canada,CAN,Northern America,Americas,"Windsor, Ontario",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1946,6,17,1946,6,17,17,NA,NA,NA,NA,NA,NA,500,7.6446957766065,NA,NA,NA,NA,ontario,FALSE,43.70011,-79.4163
1946-0005-COK,1946,0005,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Cook Islands (the),COK,Polynesia,Oceania,"Rarotonga, Aitutaki",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1946,NA,NA,1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6446957766065,NA,NA,NA,NA,rarotonga,FALSE,-21.2075,-159.77545
1946-0005-COK,1946,0005,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Cook Islands (the),COK,Polynesia,Oceania,"Rarotonga, Aitutaki",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1946,NA,NA,1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6446957766065,NA,NA,NA,NA,aitutaki,FALSE,-18.85195,-159.79293
1946-0001-DZA,1946,0001,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Algeria,DZA,Northern Africa,Africa,"Hodna Mountains, Constantine",NA,NA,NA,NA,NA,NA,NA,NA,Richter,35.75,5,03:43,NA,1946,2,12,1946,2,12,276,NA,NA,NA,NA,NA,NA,NA,7.6446957766065,NA,NA,NA,NA,hodna mountains,FALSE,35.85891,4.71908
1946-0001-DZA,1946,0001,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Algeria,DZA,Northern Africa,Africa,"Hodna Mountains, Constantine",NA,NA,NA,NA,NA,NA,NA,NA,Richter,35.75,5,03:43,NA,1946,2,12,1946,2,12,276,NA,NA,NA,NA,NA,NA,NA,7.6446957766065,NA,NA,NA,NA,constantine,FALSE,36.365,6.61472
1947-0012-BGD,1947,0012,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Bangladesh,BGD,Southern Asia,Asia,"Cox's Bazar, Chittagong",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1947,10,21,1947,10,21,500,NA,NA,NA,NA,NA,NA,NA,8.7535680308924,NA,NA,NA,NA,cox's bazar,FALSE,21.43973,92.00955
1947-0012-BGD,1947,0012,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Bangladesh,BGD,Southern Asia,Asia,"Cox's Bazar, Chittagong",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1947,10,21,1947,10,21,500,NA,NA,NA,NA,NA,NA,NA,8.7535680308924,NA,NA,NA,NA,chittagong,FALSE,22.3384,91.83168
1947-0007-EGY,1947,0007,NA,Natural,Biological,Epidemic,Bacterial disease,NA,Cholera,Egypt,EGY,Northern Africa,Africa,Nationwide,NA,NA,NA,NA,NA,NA,NA,NA,Vaccinated,NA,NA,NA,NA,1947,9,NA,1947,9,NA,10276,NA,NA,NA,NA,NA,NA,NA,8.7535680308924,NA,NA,NA,NA,nationwide,FALSE,NA,NA
1948-0022-CHN,1948,0022,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,China,CHN,Eastern Asia,Asia,Foochow coast,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1948,6,NA,1948,6,NA,1000,NA,NA,NA,NA,NA,NA,NA,9.418891383464,NA,NA,NA,NA,foochow coast,FALSE,NA,NA
1948-0008-IND,1948,0008,NA,Natural,Hydrological,Landslide,Landslide,NA,NA,India,IND,Southern Asia,Asia,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1948,9,18,1948,9,18,500,NA,NA,NA,NA,NA,NA,NA,9.418891383464,NA,NA,NA,NA,assam,FALSE,26,93
1949-0010-ECU,1949,0010,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Ecuador,ECU,South America,Americas,"Pelileo, Ambato",NA,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,7,Richter,-1.5,-78.2,14:08,NA,1949,8,5,1949,8,5,6000,NA,100000,NA,100000,NA,NA,20000,9.3275724919345,NA,NA,NA,NA,pelileo,FALSE,-1.3299,-78.54341
1949-0010-ECU,1949,0010,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Ecuador,ECU,South America,Americas,"Pelileo, Ambato",NA,"Slide (land, mud, snow, rock)",NA,NA,NA,NA,NA,7,Richter,-1.5,-78.2,14:08,NA,1949,8,5,1949,8,5,6000,NA,100000,NA,100000,NA,NA,20000,9.3275724919345,NA,NA,NA,NA,ambato,FALSE,-1.24908,-78.61675
1949-0005-CHL,1949,0005,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Chile,CHL,South America,Americas,"Angol, Traiguan",NA,Tsunami/Tidal wave,NA,NA,NA,NA,NA,7,Richter,-38,-73.5,23:29,NA,1949,4,19,1949,4,19,35,155,NA,NA,155,NA,NA,39000,9.3275724919345,NA,NA,NA,NA,angol,FALSE,-37.79519,-72.71636
1949-0005-CHL,1949,0005,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Chile,CHL,South America,Americas,"Angol, Traiguan",NA,Tsunami/Tidal wave,NA,NA,NA,NA,NA,7,Richter,-38,-73.5,23:29,NA,1949,4,19,1949,4,19,35,155,NA,NA,155,NA,NA,39000,9.3275724919345,NA,NA,NA,NA,traiguan,FALSE,NA,NA
1949-0015-CHL,1949,0015,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Chile,CHL,South America,Americas,Tierra del Fuego,NA,Tsunami/Tidal wave,NA,NA,NA,NA,NA,8,Richter,-54,-71,02:53,NA,1949,12,17,1949,12,17,6,18,NA,NA,18,NA,NA,5200,9.3275724919345,NA,NA,NA,NA,tierra del fuego,FALSE,-53.66083,-69.45173
1949-0027-FRA,1949,0027,NA,Natural,Climatological,Wildfire,NA,NA,NA,France,FRA,Western Europe,Europe,Landes,NA,NA,NA,NA,No,No,NA,NA,Km2,NA,NA,NA,NA,1949,8,NA,1949,8,NA,80,NA,NA,NA,NA,NA,NA,NA,9.3275724919345,NA,NA,NA,NA,landes,FALSE,44.25,-1
1949-0012-GTM,1949,0012,NA,Natural,Hydrological,Flood,NA,NA,NA,Guatemala,GTM,Central America,Americas,East,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1949,10,NA,1949,10,NA,40000,NA,NA,NA,NA,NA,NA,15000,9.3275724919345,NA,NA,NA,NA,east,FALSE,NA,NA
1949-0013-IND,1949,0013,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,India,IND,Southern Asia,Asia,"East & West Godavari districts, Masulipatnam",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1949,10,27,1949,10,27,1000,NA,NA,NA,NA,NA,NA,NA,9.3275724919345,NA,NA,NA,NA,east & west godavari,FALSE,NA,NA
1949-0013-IND,1949,0013,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,India,IND,Southern Asia,Asia,"East & West Godavari districts, Masulipatnam",NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1949,10,27,1949,10,27,1000,NA,NA,NA,NA,NA,NA,NA,9.3275724919345,NA,NA,NA,NA,masulipatnam,FALSE,16.18747,81.13888
1950-0008-IND,1950,0008,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,India,IND,Southern Asia,Asia,Assam province,NA,"Slide (land, mud, snow, rock)",Tsunami/Tidal wave,NA,NA,NA,NA,9,Richter,28.5,96.5,19:39,NA,1950,8,15,1950,8,15,1500,NA,NA,NA,NA,NA,NA,20000,9.4319369393968,NA,NA,NA,NA,assam,FALSE,26,93
1950-0012-CAN,1950,0012,NA,Natural,Meteorological,Storm,Convective storm,Tornado,NA,Canada,CAN,Northern America,Americas,Regina,NA,NA,NA,NA,No,No,NA,NA,Kph,NA,NA,NA,NA,1950,11,NA,1950,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4319369393968,NA,NA,NA,NA,regina,FALSE,50.45008,-104.6178
1950-0017-CAN,1950,0017,NA,Natural,Hydrological,Flood,NA,NA,NA,Canada,CAN,Northern America,Americas,"Winnipeg, Manitoba",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1950,5,5,1950,5,5,1,NA,107000,NA,107000,NA,NA,100000,9.4319369393968,NA,NA,NA,NA,winnipeg,FALSE,49.8844,-97.14704
1950-0017-CAN,1950,0017,NA,Natural,Hydrological,Flood,NA,NA,NA,Canada,CAN,Northern America,Americas,"Winnipeg, Manitoba",NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1950,5,5,1950,5,5,1,NA,107000,NA,107000,NA,NA,100000,9.4319369393968,NA,NA,NA,NA,manitoba,FALSE,49.8844,-97.14704
1950-0007-CHN,1950,0007,NA,Natural,Hydrological,Flood,NA,NA,NA,China,CHN,Eastern Asia,Asia,Anhwei province,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1950,8,14,1950,8,14,500,NA,10000000,NA,10000000,NA,NA,NA,9.4319369393968,NA,NA,NA,NA,anhwei,FALSE,31.86389,117.28083
1950-0028-COL,1950,0028,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Colombia,COL,South America,Americas,"Santander, Amboledas",NA,NA,NA,NA,NA,NA,NA,NA,Richter,7.8,-72.5,21:35,NA,1950,7,8,1950,7,8,211,NA,NA,40000,40000,NA,NA,5000,9.4319369393968,NA,NA,NA,NA,santander,FALSE,7.89391,-72.50782
1950-0028-COL,1950,0028,NA,Natural,Geophysical,Earthquake,Ground movement,NA,NA,Colombia,COL,South America,Americas,"Santander, Amboledas",NA,NA,NA,NA,NA,NA,NA,NA,Richter,7.8,-72.5,21:35,NA,1950,7,8,1950,7,8,211,NA,NA,40000,40000,NA,NA,5000,9.4319369393968,NA,NA,NA,NA,amboledas,FALSE,NA,NA
1950-0006-IND,1950,0006,NA,Natural,Hydrological,Flood,Riverine flood,NA,NA,India,IND,Southern Asia,Asia,Saurashtra,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1950,7,11,1950,7,11,45,NA,25000,NA,25000,NA,NA,NA,9.4319369393968,NA,NA,NA,NA,saurashtra,FALSE,21.96667,70.5
1951-0018-CHN,1951,0018,NA,Natural,Hydrological,Flood,NA,NA,NA,China,CHN,Eastern Asia,Asia,Manchuria,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1951,8,28,1951,8,28,4800,NA,NA,NA,NA,NA,NA,NA,10.1755336275649,NA,NA,NA,NA,manchuria,FALSE,49.6,117.43333
1952-0001-FJI,1952,0001,NA,Natural,Meteorological,Storm,Tropical cyclone,NA,NA,Fiji,FJI,Melanesia,Oceania,Near Suva,NA,NA,NA,NA,NA,NA,NA,NA,Kph,NA,NA,NA,NA,1952,1,28,1952,1,28,23,800,NA,NA,800,NA,NA,2000,10.4103536343549,NA,NA,NA,NA,suva,FALSE,-18.14161,178.44149
1952-0005-GBR,1952,0005,NA,Natural,Hydrological,Flood,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,Europe,Lynmouth,NA,NA,NA,NA,NA,NA,NA,NA,Km2,NA,NA,NA,NA,1952,8,15,1952,8,15,34,NA,NA,NA,NA,NA,NA,NA,10.4103536343549,NA,NA,NA,NA,lynmouth,FALSE,51.23132,-3.83311
